,product_id,view_counts,price,category,title
71,40911,75.0,10.0,Lembrancinhas,Porta esmalte com lixa
72,41238,117.0,132.44,Bebê,02 Pingentes de Cortina com Ursinhas
73,42726,613.0,14.6,Lembrancinhas,Cactos personalizados - Lembrancinhas
74,44878,534.5,14.834999499999999,Lembrancinhas,Kit DPA Lupa e lanterna
75,44987,46.0,18.93,Lembrancinhas,ABELHINHA DE FELTRO
76,45182,531.0,58.49,Decoração,Caixa de MDF com fecho*Sem Pintar
77,45474,922.1428571428571,80.96714414285714,Lembrancinhas,Presente para o dia dos Pais
78,45911,140.0,20.28,Bebê,Nome em tricô com raposa / tricotin
79,46441,407.0,39.9,Bijuterias e Jóias,Cabedal queen(somente a pedraria)
80,47227,535.0,19.21,Lembrancinhas,Lembrancinhas Batizado
81,47572,142.5,94.87,Decoração,Passadeira de croche
82,48255,323.0,291.3,Decoração,Cortina Borboleta
83,48514,538.0,61.510002,Bijuterias e Jóias,PAR ALIANÇA BARATO AÇO 4MM PRATEADA ZIRCONIA NAMORO PROMOÇAO
84,49156,315.0,10.746666666666668,Lembrancinhas,Festa 30 anos
85,49549,158.0,153.6,Outros,Cama de Cachorro Totalmente Impermeável XG
86,49642,28.0,17.92,Lembrancinhas,Chinelo Dia dos Pais
87,50123,435.0,690.02998,Decoração,Arranjo Elegance de Orquídeas Brancas
88,50390,502.5,10.5,Lembrancinhas,Lembrancinha de batizado
89,50663,182.0,73.47,Decoração,Adesivo de Parede para brincar Pista de Carros
90,50669,118.0,849.99005,Decoração,Armário Vintage 2 Portas Branco
91,51512,448.0,145.37001,Bebê,Kit higiene bebê menino
92,52008,170.0,12.34,Decoração,Cogumelo miniatura para terrário
93,52275,510.6666666666667,203.50000333333332,Lembrancinhas,Kit para decoração de Sala de aula
94,53665,142.0,1.0,Papel e Cia,Lápis Personalizado
95,54614,191.0,14.12,Lembrancinhas,KIT CINEMA SHOW DA LUNA
96,55052,215.0,10.44,Lembrancinhas,Caixa Milk
97,55841,122.0,13.88,Lembrancinhas,Taça Brinde Empresarial Empresa
98,56025,266.0,0.79,Lembrancinhas,Mini Sabonete Chá de Cozinha
99,58270,360.0,2.41,Lembrancinhas,Lembrancinha para Casamento Canetas
100,60013,86.0,410.52,Bebê,Vestido Batizado Bordado à Mão
101,60482,118.0,12.08,Papel e Cia,Etiqueta Adesiva para maletinha
102,60954,183.0,13.16,Lembrancinhas,ALMOFADA TOY STORY
103,62355,107.0,40.640003,Papel e Cia,Capa Carteira de Vacinas Menino Surfista
104,62433,252.0,202.18,Lembrancinhas,Lembrancinha Necessaire para Festa Moana
105,62498,733.0,58.21,Bebê,Posters Decor Menina Balão Nuvem Elefante A4
106,63699,59.0,14.0,Lembrancinhas,Unicórnio de Pau - Completo - 1 metro!
107,63734,1150.0,59.89,Decoração,Trio Prateleiras em MDF Branco
108,63844,571.3333333333334,155.31,Decoração,Painel do comportamento
109,65117,340.0,298.88,Decoração,Kit bancada + cavalete
110,66982,562.0,859.25,Decoração,Decoração Chá de bebe Pipas ALUGUEL
111,67161,92.0,160.81,Decoração,Quadro Decorativo Advocacia Deusa da Justiça 129x63cm
112,68240,224.0,84.85999,Decoração,Adesivo De Parede Combo Árvore E Frase Bem Vindo
113,68702,139.5,11.78,Lembrancinhas,Fone de ouvido Personalizado
114,70098,155.0,0.5,Papel e Cia,Topper - Os incríveis
115,70393,509.6666666666667,10.87,Lembrancinhas,Chaveiro Colorido Personalizado Dia dos Pais - 300 uni
116,71093,159.5,80.715,Bebê,Mala Maternidade
117,71911,17.0,36.57,Lembrancinhas,Caneca dia dos pais kratos com foto
118,72010,149.0,115.75,Decoração,Adesivo Para Box De Banheiro 3D PB
119,73630,143.0,20.42,Lembrancinhas,Sacola Surpresa Abelha
120,73729,72.0,46.9,Lembrancinhas,CANECA ENGENHARIA CIVIL (COM NOME)
121,74054,71.0,140.83,Bebê,Garrafa Térmica com Coroa de Pérolas e Molhadeira
122,74199,124.0,11.21,Lembrancinhas,COPOS LONG DRINK DIA DOS PAIS
123,74204,773.0,123.52,Papel e Cia,Planner
124,74461,165.5,73.68,Lembrancinhas,Carimbo com Letra para Presente Personalizado
125,75568,62.0,189.68,Outros,Kit com 10 teares + agulhas para Cordões Rabo de Gato
126,75815,975.3333333333334,54.83333566666666,Decoração,Placa personalizada com foto
127,75865,70.0,17.77,Lembrancinhas,Necessaire Lembrancinha Unicórnio
128,77333,116.0,107.935,Bebê,Porta Maternidade Urso Ursa
129,77607,212.0,147.9,Bijuterias e Jóias,Par de Alianças Moedas Antiga Casamento + Anel + Caixinha
130,78625,1135.5,408.46500000000003,Decoração,Arranjo flor natural p/ mesa de bolo e doce
131,78953,1.0,69.25,Bijuterias e Jóias,Brinco Argola Banhado À Ouro Com Zircônia Azul
132,79079,190.4,76.684001,Decoração,Caneca e Almofada para o Dia dos Pais 2018
133,82246,356.0,336.22,Bebê,Kit Higiene Chevron Cinza.
134,85770,63.0,26.5850005,Decoração,"Adesivo Carro, Notebook, Moto"
135,85843,298.0,128.78000500000002,Bebê,Saída Maternidade Gabi Vermelho
136,86617,70.0,16.66,Lembrancinhas,lembrancinha jardim encantado
137,86649,75.0,10.28,Lembrancinhas,chaveiro dia dos pais
138,86733,161.0,80.73,Bebê,Rede para berço
139,87297,118.0,14.15,Lembrancinhas,Rotulo Personalizado para vinho
140,87711,55.0,63.73,Decoração,PORTA TEMPEROS
141,87766,66.0,29.259998,Decoração,Poster Dia dos Pais (Arte Digital)
142,88334,201.0,78.18,Decoração,Capa de croche para caixa acoplada
143,89791,189.0,68.06,Papel e Cia,Logomarca em Arabesco
144,89871,558.0,16.73,Lembrancinhas,Lembrança Batizado Vela Perfumada + Mini Terço
145,89919,319.0,56.85,Papel e Cia,Etiqueta Adesiva Etiqueta Vinil e Termocolante
146,91060,105.5,14.705,Lembrancinhas,Relógio de Mesa Magali
147,91830,644.0,375.72998,Bebê,Kit berço americano branco laise 9pçs
148,92434,441.3333333333333,22.02333333333333,Lembrancinhas,LEMBRANÇA PARA CASAMENTO
149,92794,75.0,40.73,Decoração,Protetor de porta duplo
150,93119,150.0,7.08,Lembrancinhas,copo long drink catequista
151,94135,232.0,25.43,Decoração,Placa decorativa Frida - Aquarela
152,95372,252.0,20.18,Lembrancinhas,Escrita do nome família em eva -kit 25 unidades
153,95597,331.0,4.5,Lembrancinhas,Lembrancinha Casamento
154,96143,84.0,100.64,Bebê,Rolo Para Berço 65cm
155,96231,833.0,45.44,Decoração,Vitral Adesivos Para Vidro Porta Janela Quarto Cozinha mod 1
156,96245,151.0,69.62,Bijuterias e Jóias,Busto expositor Bijuteria
157,96877,113.0,360.82,Bebê,Kit Cama Babá Florence 8 peças
158,97476,849.5,4.24,Papel e Cia,"tags para roupas, loja, corte especial"
159,98028,898.0,304.25,Bebê,Kit lembrança maternidade ( saches )
160,98289,68.0,13.12,Lembrancinhas,TAÇA PERSONALIZADA EM ACRÍLICO - QUALQUER TEMA
161,98293,49.0,18.38,Lembrancinhas,CHINELO PERSONALIZADO DIA DOS PAIS
162,99957,18.0,63.06,Decoração,Tapete meia lua
163,100079,1033.0,5.855,Lembrancinhas,Mini Suspiros lembrancinha maternidade
164,101892,130.0,1.91,Lembrancinhas,Lembrancinha para Homens
165,102328,37.0,117.04,Decoração,Quadro Disney - Pixar / Alice 8
166,103643,316.0,146.8,Bebê,Móbile Ursa Princesa com Balão
167,105899,81.0,18.22,Lembrancinhas,Lembrança dia dos Pais
168,106371,460.0,14.55,Lembrancinhas,Lembrancinha Masha e o Urso
169,106956,158.0,18.699999,Decoração,LETRAS DECORADAS BAILARINA
170,107078,186.0,10.71,Lembrancinhas,Centro de Mesa Tema Moana
171,107441,133.0,10.82,Lembrancinhas,Aromatizador de 30 ml
172,107647,236.0,90.55000000000001,Decoração,Papel de Parede Geométrico
173,107784,3156.0,36.44,Bebê,caderneta de vacinação 2019 encadernada e personalizada
174,108961,570.0,44.9,Decoração,Tapete de crochê flor roxa
175,108967,295.0,54.25,Bebê,Ursinho marinheiro
176,109368,56.0,31.6,Bebê,Body Personalizado para o Dia dos Pais Bori para o Papai
177,109470,78.0,14.26,Lembrancinhas,Sacola de Papel - Decorada 1 aninho
178,109605,411.0,3.5,Lembrancinhas,Cofrinho Super Herois Personalizado
179,110188,120.0,15.57,Lembrancinhas,Lembrancinha Baby Shark
180,111400,106.0,174.73,Decoração,Gaveteiro Infantil Fibra Sintética 3 Gavetas
181,113249,240.0,49.870003,Decoração,Papel de parede tijolinhos amarelos
182,113512,215.0,123.75,Decoração,Papel de parede Valente
183,113627,67.0,68.950005,Bebê,Macacão longo coleção bento
184,113680,206.0,10.86,Lembrancinhas,Chaveiros Personalizados Para Empresas
185,113839,126.0,27.43,Bijuterias e Jóias,Gargantilha choker com búzios
186,113920,99.0,15.42,Lembrancinhas,Tubete número 1 decorado
187,114385,19.0,12.21,Bebê,"Lembrancinha Chá de bebê Menina, Sabonete Coroa"
188,115349,2255.0,70.2,Decoração,Tapete Retangular de Crochê Multicor
189,115460,219.0,15.9549995,Lembrancinhas,Lembrancinha Aniversário Mickey
190,117684,513.5,86.545,Bebê,Casaquinho Bebê Crochê + Luva- Verde
191,117881,154.0,9.13,Lembrancinhas,Latinha Personalizada Como treinar seu Dragão
192,117975,251.66666666666666,94.18333333333332,Decoração,Espelho Decorativo Acrílico Rosas
193,118153,421.0,3.8,Lembrancinhas,Lembrancinha Chá de Cozinha Bule
194,118210,60.0,14.71,Outros,Puxador Coroa - ouro
195,118775,95.0,54.25,Decoração,Espelho Decorativo Acrílico Corações ED-16 Médio
196,119018,449.0,463.35,Outros,Sofá de Pallets c/encosto
197,119376,225.0,13.37,Lembrancinhas,LEMBRANCINHA FUNDO DO MAR
198,119558,67.0,74.88,Decoração,ALMOFADA PORTA PIPOCA BATMAN - MODELO 01
199,119591,286.0,20.67,Outros,Sabonetes Artesanais
200,120144,164.0,10.86,Lembrancinhas,Vasinho Vitaminas da Fé
201,120154,87.0,18.13,Bebê,Lembrança Chá de Bebê Menino Urso
202,120351,1000.3333333333334,13.043333333333331,Bebê,Toalhinhas de mão Lembrancinhas
203,120442,546.0,10.59,Lembrancinhas,Aplique de Abelha em EVA
204,120735,1764.5,78.46,Decoração,Prateleira Para Plantas Escada
205,121179,58.0,39.4,Decoração,Quadro Vintage - Xicara4
206,121253,155.0,68.41,Papel e Cia,Agenda 2020
207,121742,205.0,120.0,Papel e Cia,Planner da Noiva
208,122808,47.5,0.9,Papel e Cia,Tag - Dia dos Pais / Paizão
209,122989,39.0,159.53,Decoração,jogo banheiro minie 4 pçs
210,123175,609.0,109.07,Decoração,Painel de Fotos
211,123661,41.0,24.4,Lembrancinhas,Quebra Cabeça Personalizado
212,124655,215.0,61.37,Decoração,Almofada Nó Escandinavo Cinza Mescla
213,125200,173.0,179.0,Bebê,6 Saquinhos Organizadores Maternidade
214,125510,760.0,54.22,Lembrancinhas,50 Kits Pulseira Plano Da Salvação Livro Sem Palavras
215,126734,24.0,40.75,Lembrancinhas,Caneca Personalizada Presente Dia dos Pais com Frase e Foto
216,127514,163.0,22.14,Decoração,Adesivo Faixa Border Pista de Corrida F1 Decoração Carros
217,128408,957.0,12.315,Lembrancinhas,Lembrancinha chá de panela
218,129339,255.5,20.715,Outros,100 Laços Adesivos Eva Com Glitter
219,130276,109.0,15.33,Lembrancinhas,Bailarina Enfeite de Mesa Personalizado
220,130415,165.0,410.05,Lembrancinhas,Kit com 100 Potinhos personalizados
221,130627,111.0,13.545000000000002,Lembrancinhas,Lembrancinha Dia das Mães
222,130640,359.0,13.25,Lembrancinhas,LEMBRANÇA MINI AROMATIZADOR
223,131566,211.0,14.0,Decoração,Nome em Tricô/tricotin - Rafaela
224,131704,259.0,128.67,Bebê,Trocador Americano
225,132631,350.6666666666667,12.503333333333336,Lembrancinhas,Mochilinha Pokemon
226,133860,129.0,165.39,Decoração,quadrinhos para esmalteria - manicure
227,133917,426.0,1.1,Lembrancinhas,Lembrancinhas para Encontro de Casais
228,134512,494.5,61.880003,Bebê,Ursinho príncipe
229,134538,54.0,44.9,Decoração,ALMOFADA ACQUABLOCK - IMPERMEÁVEL - SANTORINI AZUL
230,134667,125.0,30.74,Lembrancinhas,Caneca Personalizada
231,134964,240.0,24.73,Lembrancinhas,Vela batizado
232,135354,118.0,246.61,Bijuterias e Jóias,Aliança de prata 8mm
233,136398,105.5,23.795,Lembrancinhas,Caneca dia dos Pais
234,136436,43.0,44.52,Lembrancinhas,Caneca Dia Dos Pais Caneca Bart Simpsons Dia Dos Pais
235,136821,150.0,15.0199995,Lembrancinhas,Dia dos pais Kit sacolinha
236,137027,141.0,68.61,Decoração,Quadro Chalkboard Festa Casamento
237,137055,125.0,13.61,Lembrancinhas,Almofada personalizadas Mickey Safari
238,137432,497.0,24.24,Papel e Cia,Kit Digital Arquivo 2 Silhouette Cartela Faixa e Laços
239,137862,392.5,79.33000000000001,Decoração,Adesivo de Parede Mandala 58-G 80x80cm
240,138766,15.0,17.85,Lembrancinhas,CHINELO - DIA DAS CRIANCAS
241,139931,143.0,13.94,Lembrancinhas,Copo Americano Nadir 190ml Personalizado
242,140518,13.0,12.12,Papel e Cia,lapis mickey
243,140942,86.0,70.2,Decoração,Porta medalhas
244,142383,98.0,104.21001,Bebê,Prateleira Porta Fralda Varão Mdf Reta 80x20x14
245,142664,193.0,15.37,Lembrancinhas,Bolsa Personalizada - Sitio do Pica Pau Amarelo
246,144131,102.0,63.42,Decoração,Luminária de PVC Coruja
247,144176,301.5,5.5,Lembrancinhas,lembrancinha
248,144822,214.0,6.4,Lembrancinhas,Medalha para Premiação Infantil
249,145626,1678.0,9.544999999999998,Lembrancinhas,Maletinha Personalizada Circo Rosa Candy
250,145648,1215.0,60.0,Decoração,Capa para galão de água de crochê
251,146445,432.0,13.69,Lembrancinhas,Lembrancinha para chá de cozinha
252,146959,532.0,12.07,Lembrancinhas,Lembrancinha para chá de bebê
253,147155,57.5,81.845,Papel e Cia,Agenda 2020
254,148070,399.3333333333333,6.310000166666666,Lembrancinhas,Caixinha para lembrancinha
255,149122,185.0,11.49,Papel e Cia,Caixa 6 Doces Dia dos Pais
256,149228,158.0,389.58,Decoração,adesivo de parede bola na rede
257,149774,86.0,15.75,Lembrancinhas,"SABONETE LEMBRANCINHA LINGERIE, CHÁ DE PANELA"
258,151213,134.0,307.93,Bebê,protetor de berço 5 peças corujinha
259,151608,88.0,40.94,Bijuterias e Jóias,Berloque DIREITO
260,152275,497.5,285.0,Lembrancinhas,Festa Baby Shark - Lembrancinhas Baby Shark
261,153086,150.0,23.14,Decoração,Placa decorativa/ CÍLIOS POSTIÇOS 102
262,153913,4001.5,11.265,Decoração,"Mini caixote de feira, caixotinho"
263,154151,144.0,11.11,Lembrancinhas,Sabonete Pezinho
264,155108,216.0,130.0,Decoração,Boneca amigurumi
265,155199,939.6666666666666,13.583333333333334,Lembrancinhas,Lousa Magnética Baby Shark C/EMBALAGEM
266,155796,42.0,15.78,Lembrancinhas,CESTINHA PASSARINHO
267,156689,80.0,14.58,Lembrancinhas,Sabonete Fundo do Mar (dúzia)
268,157794,231.0,10.5,Papel e Cia,Tag 4 cm Vingadores
269,157949,587.0,18.6,Bebê,Bichinhos Safari
270,158182,610.0,48.460003,Lembrancinhas,Caixa convite padrinhos batizado toalha
271,158204,168.0,98.42,Bebê,Diário da Gravidez - Laranja
272,159139,285.0,0.49,Papel e Cia,Certificado de garantia
273,159293,1044.0,13.31,Lembrancinhas,Tubete Frozen
274,159425,161.0,4.2700000000000005,Lembrancinhas,Marmitinha Homem Aranha
275,160367,120.0,12.97,Lembrancinhas,Chaveiros Chinelo de Miçanga
276,160823,991.0,138.02,Decoração,Jogo de banheiro Maravilha em crochê
277,161354,178.5,7.91,Lembrancinhas,COPO PERSONALIZADO POOL PARTY
278,161435,103.0,30.91,Decoração,(COD035) Molde de Silicone Mini Vaso Prisma
279,161560,13920.0,11.613333333333335,Lembrancinhas,Aromatizador Mini Difusor 35 ml Lembrancinha
280,162372,1012.0,38.07,Bebê,Naninha Ovelha
281,163303,696.0,201.93,Decoração,Manta peseira - CAMA SOLTEIRO PADRÃO TRICO GIGANTE
282,163568,80.0,17.05,Lembrancinhas,Mini Almofada Personalizada
283,163617,589.0,49.120003,Decoração,"Cortina Corta Luz Blackout Blecaute 2,80 X 2,30 cinza"
284,164577,1158.0,71.39500000000001,Decoração,Surpresa romântica pra namorados Frase de amor
285,165205,107.0,26.07,Lembrancinhas,Mochila boa infância DRAGON BALL Z
286,165713,609.3333333333334,69.14666666666666,Bebê,Laço de bebê atacado
287,166173,93.0,6.0,Papel e Cia,Kit Digital Casamento
288,166620,73.0,5.0,Papel e Cia,Calendário de mesa
289,168466,355.0,2.75,Lembrancinhas,COPO NEON
290,169175,1214.0,12.56,Lembrancinhas,Aromatizador de ambiente lembrancinha com Tag
291,169882,116.5,18.15,Lembrancinhas,FORMATURA ABC
292,170408,156.0,35.5,Bebê,body o poderoso chefinho 100% algodão
293,170665,134.0,59.35,Decoração,Painel Aniversariantes em Inglês
294,170677,1377.0,139.9,Bebê,Bolsa Maternidade - M Couro Sintético
295,170848,376.0,20.16,Lembrancinhas,Lembrança de Casamento
296,173051,710.0,7.5,Lembrancinhas,Bolsinha Pequeno Príncipe
297,173192,4472.75,13.302499999999998,Lembrancinhas,Lembrancinha de Batizado
298,173333,33.0,18.31,Lembrancinhas,Necessaire Feliz Dia dos Pais
299,173340,231.0,67.450005,Papel e Cia,PLANNER SEMANAL - ROSAS SUAVES
300,173372,270.0,113.36,Decoração,Boneca Porta Papel Higiênico ou Toalha
301,173945,288.0,104.44,Decoração,Quadro Momento Casa O amor é a chave dessa Casa Rose 211
302,174039,31.0,43.14,Lembrancinhas,Caneca Dia Dos Pais Caneca Do Papai Tema Basquete Personaliz
303,175239,162.0,22.845,Lembrancinhas,Caneca Personalizada de Casamento -Lembrancinha de casamento
304,175621,219.0,8.9,Papel e Cia,Tag Rústica
305,176168,113.0,50.88,Decoração,Placa Decorativa Cerveja
306,176415,60.0,19.4,Bijuterias e Jóias,Colar Profissões Química Químico.
307,177711,14.0,94.45,Bebê,Kit bebê (Capa de caderneta e doc + Porta fraldas
308,177893,273.0,67.36,Lembrancinhas,Camisetas Chá de bebê C23
309,178011,88.0,68.94,Decoração,Adesivo para Porta decorativo dinossauro
310,178349,490.5,35.125,Lembrancinhas,Convite para padrinhos
311,178488,44.0,105.16,Bijuterias e Jóias,Aliança de Namoro 6m Fina Barata Na Mão e com caixa
312,178806,320.0,5.0,Lembrancinhas,Lembrancinha Mini Porta Retrato Fazendinha MDF
313,179770,139.0,84.1,Decoração,enfeite de porta
314,180207,3062.0,4.0,Lembrancinhas,Pirulito de Marshmallow
315,180459,300.6666666666667,44.833333333333336,Decoração,DIA DOS PAIS - Presente dia dos pais - Trio pai e filhos
316,181391,2109.0,5.905,Lembrancinhas,Caneca de Acrílico Personalizada 300ml
317,182189,245.0,10.785,Lembrancinhas,Marmitinha - Magali
318,182390,119.0,208.07,Decoração,QUADROS ABSTRATO GEOMÉTRICOS TURQUESA - MOLDURA VIDRO - T1M1
319,184429,438.0,27.46,Papel e Cia,Caixa Cascata personalizada
320,186311,517.0,11.4,Lembrancinhas,Aromatizador
321,188067,1180.0,21.64,Lembrancinhas,Taça champanhe Convite Lembrancinha Padrinhos Casamento
322,188721,101.0,129.9,Bebê,ENVIO IMEDIATO Saída De Maternidade Menina 5 Peças Bailarina
323,189075,74.0,24.9,Decoração,MOLDES DE SILICONE VELA PRESENTE 15 ANOS
324,189978,83.0,51.22,Decoração,Painel Primavera
325,191000,1472.5,7.465,Bebê,Lembrancinhas chá de fraldas biscuit
326,191168,1044.0,24.99,Decoração,Mapa das Estrelas - Digital
327,191495,80.0,20.21,Lembrancinhas,ALMOFADA PERSONALIZADA PARA PAJEM E DAMINHA DE CASAMENTO
328,192375,130.0,60.15,Papel e Cia,Arte para Dados Bancários - Arquivo Digital
329,192983,114.0,12.88,Bebê,Bloquinho Personalizado Notas Musicais
330,193099,225.0,199.65999,Bebê,Porta de maternidade - Safari 2
331,193283,135.0,32.47,Decoração,Adesivo de Geladeira Pinguim Casal Pequeno 40x35cm
332,193714,146.0,39.2,Lembrancinhas,Presente de Casamento para Pastor Toalha Bordada
333,193732,439.0,68.92,Bebê,Saco Organizador Maternidade
334,194159,42.0,16.08,Lembrancinhas,Arquivo de Corte Calendário BIS 2020
335,194586,957.0,54.9650015,Decoração,Quadro Presente ano de namoro
336,194601,16.0,55.550003,Decoração,Papel de parede lanchonete lanches cozinha adesivo
337,195718,1624.5,8.532499999999999,Lembrancinhas,COPO LONG DRINK 320ML PERSONALIZADO
338,195874,92.0,12.05,Bebê,Espelho Personalizado Balão
339,196201,226.0,95.909996,Decoração,Caixa primeiras lembranças bebê
340,196930,39.0,37.86,Decoração,Bandeirinha Abacaxi
341,197431,89.0,200.0,Decoração,Mesa lateral Pretty
342,197507,118.0,11.43,Papel e Cia,Tags Etiqueta para Artesanato
343,197743,588.0,2.85,Lembrancinhas,CHAVEIRO CORTADOR ABRIDOR
344,199116,7.0,39.37,Lembrancinhas,Caneca Pais com Foto
345,199297,1074.5,154.55,Bebê,Mantas personalizadas
346,200628,227.5,110.17,Lembrancinhas,Jogo Toalhas Bordadas Com Fita
347,201885,692.0,550.0,Bebê,Kit Berço Clássico Renda Rosa
348,203177,144.0,25.6,Lembrancinhas,Ecobag Dia dos Professores - Sacola dia dos Professores
349,205191,82.0,4.8,Lembrancinhas,Lembrancinha Dia dos Professores Home Spray 60 Anos 80
350,205335,79.0,790.89,Lembrancinhas,Caricatura de grupo de 26 pessoas para Formatura medicina
351,207230,58.0,106.96,Decoração,Quadro Filme Aladdin Disney
352,207777,182.0,83.46,Decoração,Painel de Macramê Amora
353,208021,1184.3333333333333,6.903333333333333,Lembrancinhas,Tubete Baby Shark
354,208977,540.0,5.79,Lembrancinhas,NECESSAIRE CASAMENTO FLORAL
355,209046,280.0,12.88,Lembrancinhas,Lembrancinha Hidratante Chá de Revelação
356,209443,60.0,750.0,Decoração,Cozinha Infantil
357,210098,222.0,70.0,Decoração,Papel de Parede Quarto Infantil Menino A
358,210372,398.0,171.6,Decoração,Locação Kit de Mesa Cavalete e Aparadores
